schema_version,id,family_id,name,category,object_type,rarity,tier,biome,faction_affinity,state,composition,material_class,crafting_roles,compatible_disciplines,durability_class,weight_class,function,mechanical_hook,trade_use,quest_use,visual_identity,drawback,salvage_outputs,tags,base_value,scarcity_multiplier,suggested_value,stack_limit,tone,short_description,table_description,effect,value,weight,source_table
"2.0.0","pitm-0266","itm-fam-016","Rimebound Cup","trade","ceremonial-vessel","common","1","tundra","long-winter expeditions","finished","ceramic|frost-lacquered hide","ceramic","none","","stable","medium","Moves as a valued household or ceremonial good. It is bundled for sled transport and counted without exposing the cargo to wind.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in tundra, it is bundled for sled transport and counted without exposing the cargo to wind. For this refined drinking vessel, tier 1: removes one predictable obstruction; the regional constraint still governs the result.","For this refined drinking vessel, winter expeditions replace damaged gear before the first freeze; it moves as a valued household or ceremonial good. Inspect rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact; ordinary service wear; a frost-lacquered hide match supports a 18-unit guide price.","Refined drinking vessel clue: its lacquer scratches preserve expedition tallies and emergency marks. Check rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact, then compare against long-winter expeditions' frost-lacquered hide standard; matching wear supports the account, while fresh work points to a planted lead.","Refined drinking vessel with fur-lined grips, frost-white lacquer, and insulated joints.","An unnoticed repair or contaminant can turn a trust-building ritual into an insult or accusation; in tundra, its insulating wrap adds bulk in temperate markets. This refined drinking vessel's tier-1 fault is likely to surface during preparation; Long-winter expeditions recognize its frost-lacquered hide construction.","packing material","trade|ceremonial-vessel|common|tier-1|tundra|long-winter-expeditions|finished|practical|ceramic","18","1","18","4","practical","Rimebound Cup is rated common and belongs to the refined drinking vessel class associated with long-winter expeditions for tundra use.","Refined drinking vessel with fur-lined grips, frost-white lacquer, and insulated joints. Moves as a valued household or ceremonial good. It is bundled for sled transport and counted without exposing the cargo to wind.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in tundra, it is bundled for sled transport and counted without exposing the cargo to wind. For this refined drinking vessel, tier 1: removes one predictable obstruction; the regional constraint still governs the result.","18","1.5","premium-table-06"
"2.0.0","pitm-0262","itm-fam-012","Rimebound Chisel","tool","field-tool","uncommon","2","tundra","long-winter expeditions","finished","metal|frost-lacquered hide","metal","none","smithing|woodcraft|survival|artifice","working","light","Shapes stone, wood, or soft metal precisely. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Setting its angle before the strike creates a controlled cut, fracture, or maker mark in a chosen surface; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this cutting chisel, tier 2: replaces one uncertain step with a controlled choice; careless use immediately exposes the operator.","For this cutting chisel, winter expeditions replace damaged gear before the first freeze; it shapes stone, wood, or soft metal precisely. Inspect edge angle, mushrooming at the struck end, shaft straightness, and chips along the working face; a trained owner's maintenance marks; a frost-lacquered hide match supports a 30-unit guide price.","Cutting chisel clue: its lacquer scratches preserve expedition tallies and emergency marks. Check edge angle, mushrooming at the struck end, shaft straightness, and chips along the working face, then compare against long-winter expeditions' frost-lacquered hide standard; treat inconsistent workmanship as evidence that the trail was altered.","Cutting chisel with fur-lined grips, frost-white lacquer, and insulated joints.","A damaged edge redirects the next strike and can destroy the detail or fracture line being established; in tundra, warm, damp storage swells insulation and traps condensation. Cutting chisel consequence at tier 2: A fault may expose the operator's route or supplier when long-winter expeditions rely on it.","tool component|binding material","tool|field-tool|uncommon|tier-2|tundra|long-winter-expeditions|finished|practical|metal","25","1.2","30","1","practical","Rimebound Chisel is rated uncommon and belongs to the cutting chisel class associated with long-winter expeditions for tundra use.","Cutting chisel with fur-lined grips, frost-white lacquer, and insulated joints. Shapes stone, wood, or soft metal precisely. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Setting its angle before the strike creates a controlled cut, fracture, or maker mark in a chosen surface; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this cutting chisel, tier 2: replaces one uncertain step with a controlled choice; careless use immediately exposes the operator.","30","0.5","premium-table-06"
"2.0.0","pitm-0267","itm-fam-017","Rimebound Dagger","weapon","weapon","uncommon","2","tundra","long-winter expeditions","finished","metal|frost-lacquered hide","metal","none","smithing","heavy","medium","Favors concealment and close control. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this short thrusting weapon, tier 2: replaces one uncertain step with a controlled choice; success depends on maintaining the prepared conditions.","For this short thrusting weapon, winter expeditions replace damaged gear before the first freeze; it favors concealment and close control. Inspect point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip; a trained owner's maintenance marks; a frost-lacquered hide match supports a 48-unit guide price.","Short thrusting weapon clue: its lacquer scratches preserve expedition tallies and emergency marks. Check point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip, then compare against long-winter expeditions' frost-lacquered hide standard; matching wear supports the account, while fresh work points to a planted lead.","Short thrusting weapon with fur-lined grips, frost-white lacquer, and insulated joints.","A loose guard or unreliable sheath makes concealment more dangerous to the bearer than the target; in tundra, warm, damp storage swells insulation and traps condensation. For this short thrusting weapon, tier 2 failure may expose the operator's route or supplier; Long-winter expeditions encounter the fault in use.","metal component|grip material","weapon|uncommon|tier-2|tundra|long-winter-expeditions|finished|practical|metal","40","1.2","48","1","practical","Rimebound Dagger is rated uncommon and belongs to the short thrusting weapon class associated with long-winter expeditions for tundra use.","Short thrusting weapon with fur-lined grips, frost-white lacquer, and insulated joints. Favors concealment and close control. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this short thrusting weapon, tier 2: replaces one uncertain step with a controlled choice; success depends on maintaining the prepared conditions.","48","1.5","premium-table-06"
"2.0.0","pitm-0258","itm-fam-008","Rimebound Bottle","consumable","prepared-consumable","rare","3","tundra","long-winter expeditions","consumable","glass|frost-lacquered hide","glass","none","alchemy|cooking","fragile","light","Stores a measured single-use liquid. Its insulated container prevents freezing and keeps the dose accessible with numb hands.","Its measured seal preserves one liquid dose and makes unauthorized opening easier to detect; in tundra, its insulated container prevents freezing and keeps the dose accessible with numb hands. For this sealed prepared draught, tier 3: carries its prepared advantage across a complete encounter; new hazards remain outside its scope.","For this sealed prepared draught, winter expeditions replace damaged gear before the first freeze; it stores a measured single-use liquid. Inspect seal continuity, glass clouding, stopper fit, fill level, and residue around the neck; field-ready condition with verifiable provenance; a frost-lacquered hide match supports a 29-unit guide price.","Sealed prepared draught clue: its lacquer scratches preserve expedition tallies and emergency marks. Check seal continuity, glass clouding, stopper fit, fill level, and residue around the neck, then compare against long-winter expeditions' frost-lacquered hide standard; use the oldest intact surface to decide whether the claim is genuine.","Sealed prepared draught with fur-lined grips, frost-white lacquer, and insulated joints.","A hairline crack or reseated stopper can preserve the appearance of safety after the contents are compromised; in tundra, repeated thawing and refreezing separates or weakens the contents. For this sealed prepared draught, tier 3 failure can turn a controlled scene into an exposed retreat; Long-winter expeditions encounter the fault in use.","container","consumable|prepared-consumable|rare|tier-3|tundra|long-winter-expeditions|practical|glass","19","1.55","29","6","practical","Rimebound Bottle is rated rare and belongs to the sealed prepared draught class associated with long-winter expeditions for tundra use.","Sealed prepared draught with fur-lined grips, frost-white lacquer, and insulated joints. Stores a measured single-use liquid. Its insulated container prevents freezing and keeps the dose accessible with numb hands.","Its measured seal preserves one liquid dose and makes unauthorized opening easier to detect; in tundra, its insulated container prevents freezing and keeps the dose accessible with numb hands. For this sealed prepared draught, tier 3: carries its prepared advantage across a complete encounter; new hazards remain outside its scope.","29","0.5","premium-table-06"
"2.0.0","pitm-0268","itm-fam-018","Rimebound Drum","trinket","personal-object","rare","3","tundra","long-winter expeditions","finished","hide|frost-lacquered hide","hide","focus","enchanting","delicate","tiny","Coordinates groups through rhythm. Its high-contrast lacquer preserves expedition marks in snow glare and low light.","A rehearsed rhythm can synchronize movement, work, warning, or ceremony across a group; in tundra, its high-contrast lacquer preserves expedition marks in snow glare and low light. For this portable signal drum, tier 3: carries its prepared advantage across a complete encounter; new hazards remain outside its scope.","For this portable signal drum, winter expeditions replace damaged gear before the first freeze; it coordinates groups through rhythm. Inspect head tension, frame cracks, lacing order, moisture, and whether the tone matches the intended cadence; field-ready condition with verifiable provenance; a frost-lacquered hide match supports a 50-unit guide price.","Portable signal drum clue: its lacquer scratches preserve expedition tallies and emergency marks. Check head tension, frame cracks, lacing order, moisture, and whether the tone matches the intended cadence, then compare against long-winter expeditions' frost-lacquered hide standard; corroborate the claimed route only when construction and handling marks align.","Portable signal drum with fur-lined grips, frost-white lacquer, and insulated joints.","Uneven tension distorts the rhythm enough to split a coordinated response; in tundra, heat causes the lacquer to lift from flexible or porous surfaces. At tier 3, this portable signal drum can turn a controlled scene into an exposed retreat when long-winter expeditions rely on it.","small fitting","trinket|personal-object|rare|tier-3|tundra|long-winter-expeditions|finished|practical|hide|focus","32","1.55","50","3","practical","Rimebound Drum is rated rare and belongs to the portable signal drum class associated with long-winter expeditions for tundra use.","Portable signal drum with fur-lined grips, frost-white lacquer, and insulated joints. Coordinates groups through rhythm. Its high-contrast lacquer preserves expedition marks in snow glare and low light.","A rehearsed rhythm can synchronize movement, work, warning, or ceremony across a group; in tundra, its high-contrast lacquer preserves expedition marks in snow glare and low light. For this portable signal drum, tier 3: carries its prepared advantage across a complete encounter; new hazards remain outside its scope.","50","0.1","premium-table-06"
"2.0.0","pitm-0294","itm-fam-044","Rimebound Spindle","crafting","workshop-tool","rare","4","tundra","long-winter expeditions","finished","wood|frost-lacquered hide","wood","none","tailoring","working","light","Controls fiber tension during thread production. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Maintaining its axis and tension produces repeatable thread suitable for later binding, repair, or fabrication; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this textile spindle, tier 4: keeps a multi-stage operation aligned; active danger still needs a separate answer.","For this textile spindle, winter expeditions replace damaged gear before the first freeze; it controls fiber tension during thread production. Inspect shaft straightness, whorl balance, hook wear, surface drag, and consistency of a short test winding; a scarce configuration tied to a known commission; a frost-lacquered hide match supports a 51-unit guide price.","Textile spindle clue: its lacquer scratches preserve expedition tallies and emergency marks. Check shaft straightness, whorl balance, hook wear, surface drag, and consistency of a short test winding, then compare against long-winter expeditions' frost-lacquered hide standard; corroborate the claimed route only when construction and handling marks align.","Textile spindle with fur-lined grips, frost-white lacquer, and insulated joints.","A bent shaft introduces a repeating weakness through the entire length of finished thread; in tundra, warm, damp storage swells insulation and traps condensation. Textile spindle consequence at tier 4: A fault may compromise several linked tasks at once when long-winter expeditions rely on it.","turned wood|spindle fitting","crafting|workshop-tool|rare|tier-4|tundra|long-winter-expeditions|finished|practical|wood","27","1.9","51","1","practical","Rimebound Spindle is rated rare and belongs to the textile spindle class associated with long-winter expeditions for tundra use.","Textile spindle with fur-lined grips, frost-white lacquer, and insulated joints. Controls fiber tension during thread production. Its insulated grips and frost-shedding surfaces remain usable with heavy gloves.","Maintaining its axis and tension produces repeatable thread suitable for later binding, repair, or fabrication; in tundra, its insulated grips and frost-shedding surfaces remain usable with heavy gloves. For this textile spindle, tier 4: keeps a multi-stage operation aligned; active danger still needs a separate answer.","51","0.5","premium-table-06"
"2.0.0","pitm-0259","itm-fam-009","Rimebound Brooch","wearable","wearable","rare","4","tundra","long-winter expeditions","finished","metal|frost-lacquered hide","metal","none","tailoring|smithing","working","light","Fastens layers and displays affiliation. Its layered insulation protects exposed closures without preventing gloved use.","Locking it through layered fabric can secure travel clothing while presenting one deliberate affiliation; in tundra, its layered insulation protects exposed closures without preventing gloved use. For this locking garment brooch, tier 4: keeps a multi-stage operation aligned; unexpected opposition requires another plan.","For this locking garment brooch, winter expeditions replace damaged gear before the first freeze; it fastens layers and displays affiliation. Inspect pin straightness, hinge play, catch tension, and wear around the displayed emblem; a scarce configuration tied to a known commission; a frost-lacquered hide match supports a 59-unit guide price.","Locking garment brooch clue: its lacquer scratches preserve expedition tallies and emergency marks. Check pin straightness, hinge play, catch tension, and wear around the displayed emblem, then compare against long-winter expeditions' frost-lacquered hide standard; construction evidence outranks testimony when the two disagree.","Locking garment brooch with fur-lined grips, frost-white lacquer, and insulated joints.","A bent pin can release under load, while a substituted emblem can misidentify the wearer; in tundra, the same insulation becomes heavy and slow to dry in warmer weather. At tier 4, this locking garment brooch may compromise several linked tasks at once when long-winter expeditions rely on it.","fastener|fabric or hide","wearable|rare|tier-4|tundra|long-winter-expeditions|finished|practical|metal","31","1.9","59","1","practical","Rimebound Brooch is rated rare and belongs to the locking garment brooch class associated with long-winter expeditions for tundra use.","Locking garment brooch with fur-lined grips, frost-white lacquer, and insulated joints. Fastens layers and displays affiliation. Its layered insulation protects exposed closures without preventing gloved use.","Locking it through layered fabric can secure travel clothing while presenting one deliberate affiliation; in tundra, its layered insulation protects exposed closures without preventing gloved use. For this locking garment brooch, tier 4: keeps a multi-stage operation aligned; unexpected opposition requires another plan.","59","0.5","premium-table-06"
"2.0.0","pitm-0295","itm-fam-045","Rimebound Stone","material","raw-material","epic","5","tundra","long-winter expeditions","raw","mineral|frost-lacquered hide","mineral","base|catalyst|structure","alchemy|smithing|artifice|woodcraft|survival","stable","medium","Provides mass, structure, pigment, or catalytic mineral. It is conditioned to remain workable through deep cold and repeated freeze cycles.","Testing and orienting it before use supplies predictable mass, structure, pigment, or catalytic mineral; in tundra, it is conditioned to remain workable through deep cold and repeated freeze cycles. For this selected working stone, tier 5: can settle a campaign-level obstacle under exact conditions; its drawback applies as soon as preparation breaks down.","For this selected working stone, winter expeditions replace damaged gear before the first freeze; it provides mass, structure, pigment, or catalytic mineral. Inspect grain, hidden fractures, inclusions, moisture, surface treatment, and response to a small test strike; an extraordinary build with corroborated ownership; a frost-lacquered hide match supports a 43-unit guide price.","Selected working stone clue: its lacquer scratches preserve expedition tallies and emergency marks. Check grain, hidden fractures, inclusions, moisture, surface treatment, and response to a small test strike, then compare against long-winter expeditions' frost-lacquered hide standard; corroborate the claimed route only when construction and handling marks align.","Selected working stone with fur-lined grips, frost-white lacquer, and insulated joints.","An unnoticed seam can split under load or contaminate every batch ground from it; in tundra, a rapid thaw can introduce fractures or trapped moisture. Long-winter expeditions face this selected working stone's tier-5 risk, which can reverse the intended advantage at campaign scale.","","material|raw-material|epic|tier-5|tundra|long-winter-expeditions|raw|practical|mineral|base|catalyst|structure","17","2.5","43","20","practical","Rimebound Stone is rated epic and belongs to the selected working stone class associated with long-winter expeditions for tundra use.","Selected working stone with fur-lined grips, frost-white lacquer, and insulated joints. Provides mass, structure, pigment, or catalytic mineral. It is conditioned to remain workable through deep cold and repeated freeze cycles.","Testing and orienting it before use supplies predictable mass, structure, pigment, or catalytic mineral; in tundra, it is conditioned to remain workable through deep cold and repeated freeze cycles. For this selected working stone, tier 5: can settle a campaign-level obstacle under exact conditions; its drawback applies as soon as preparation breaks down.","43","1.5","premium-table-06"
"2.0.0","pitm-0275","itm-fam-025","Rimebound Key","quest","key-item","epic","5","tundra","long-winter expeditions","key-item","metal|frost-lacquered hide","metal","none","","stable","tiny","Opens or authenticates one linked mechanism. Its high-contrast lacquer preserves expedition marks in snow glare and low light.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in tundra, its high-contrast lacquer preserves expedition marks in snow glare and low light. For this coded access key, tier 5: can settle a campaign-level obstacle under exact conditions; its drawback applies as soon as preparation breaks down.","For this coded access key, winter expeditions replace damaged gear before the first freeze; it opens or authenticates one linked mechanism. Inspect tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock; an extraordinary build with corroborated ownership; a frost-lacquered hide match supports a 53-unit guide price.","Coded access key clue: its lacquer scratches preserve expedition tallies and emergency marks. Check tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock, then compare against long-winter expeditions' frost-lacquered hide standard; separate ordinary repair from deliberate alteration before trusting the clue.","Coded access key with fur-lined grips, frost-white lacquer, and insulated joints.","A near-copy can enter the mechanism yet jam before completing authentication; in tundra, heat causes the lacquer to lift from flexible or porous surfaces. At tier 5, this coded access key can reverse the intended advantage at campaign scale when long-winter expeditions rely on it.","","quest|key-item|epic|tier-5|tundra|long-winter-expeditions|practical|metal","21","2.5","53","1","practical","Rimebound Key is rated epic and belongs to the coded access key class associated with long-winter expeditions for tundra use.","Coded access key with fur-lined grips, frost-white lacquer, and insulated joints. Opens or authenticates one linked mechanism. Its high-contrast lacquer preserves expedition marks in snow glare and low light.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in tundra, its high-contrast lacquer preserves expedition marks in snow glare and low light. For this coded access key, tier 5: can settle a campaign-level obstacle under exact conditions; its drawback applies as soon as preparation breaks down.","53","0.1","premium-table-06"
"2.0.0","pitm-0325","itm-fam-025","Vaultmarked Key","quest","key-item","common","1","ruins","archive recovery crews","key-item","metal|archive bronze","metal","none","","stable","tiny","Opens or authenticates one linked mechanism. Its geometric marks connect it to a catalogued chamber, collection, or ritual sequence.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in ruins, its geometric marks connect it to a catalogued chamber, collection, or ritual sequence. For this coded access key, tier 1: clears one routine complication; success depends on maintaining the prepared conditions.","For this coded access key, archivists value documented provenance more than surface condition; it opens or authenticates one linked mechanism. Inspect tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock; routine workshop finish; an archive bronze match supports a 13-unit guide price.","Coded access key clue: its inventory number points toward a sealed collection or missing survey. Check tooth wear, shaft straightness, code marks, repair seams, and residue from the intended lock, then compare against archive recovery crews' archive bronze standard; if the physical pattern conflicts with the story, suspend the attribution.","Coded access key with numbered seals, oxidized metal, and geometric archive marks.","A near-copy can enter the mechanism yet jam before completing authentication; in ruins, cleaning or re-engraving the marks can erase the sequence relationship. For this coded access key, tier 1 failure normally costs only a routine adjustment; Archive recovery crews encounter the fault in use.","","quest|key-item|common|tier-1|ruins|archive-recovery-crews|ancient|metal","13","1","13","1","ancient","Vaultmarked Key is rated common and belongs to the coded access key class associated with archive recovery crews for ruins use.","Coded access key with numbered seals, oxidized metal, and geometric archive marks. Opens or authenticates one linked mechanism. Its geometric marks connect it to a catalogued chamber, collection, or ritual sequence.","Matching its coded surfaces to the linked mechanism can open access or prove that the bearer controls an authorized copy; in ruins, its geometric marks connect it to a catalogued chamber, collection, or ritual sequence. For this coded access key, tier 1: clears one routine complication; success depends on maintaining the prepared conditions.","13","0.1","premium-table-07"
"2.0.0","pitm-0315","itm-fam-015","Vaultmarked Crown","relic","arcane-focus","common","1","ruins","archive recovery crews","finished","metal|archive bronze","metal","focus","enchanting|artifice","delicate","light","Embodies authority, succession, or ritual claim. Its geometric marks connect it to a catalogued chamber, collection, or ritual sequence.","Wearing or presenting it before witnesses can force a question of authority, succession, or ritual standing into the open; in ruins, its geometric marks connect it to a catalogued chamber, collection, or ritual sequence. For this ceremonial headpiece, tier 1: clears one routine complication; success depends on maintaining the prepared conditions.","For this ceremonial headpiece, archivists value documented provenance more than surface condition; it embodies authority, succession, or ritual claim. Inspect fit, missing settings, repaired breaks, heraldic order, and evidence that the inner band matches the claimant; routine workshop finish; an archive bronze match supports a 103-unit guide price.","Ceremonial headpiece clue: its inventory number points toward a sealed collection or missing survey. Check fit, missing settings, repaired breaks, heraldic order, and evidence that the inner band matches the claimant, then compare against archive recovery crews' archive bronze standard; agreement across fittings and wear makes the lead credible; one modern repair does not.","Ceremonial headpiece with numbered seals, oxidized metal, and geometric archive marks.","A false repair or displaced emblem can convert a claim of authority into a public challenge; in ruins, cleaning or re-engraving the marks can erase the sequence relationship. This ceremonial headpiece's tier-1 fault normally costs only a routine adjustment; Archive recovery crews recognize its archive bronze construction.","focus fragment|inscribed fitting","relic|arcane-focus|common|tier-1|ruins|archive-recovery-crews|finished|ancient|metal|focus","103","1","103","1","ancient","Vaultmarked Crown is rated common and belongs to the ceremonial headpiece class associated with archive recovery crews for ruins use.","Ceremonial headpiece with numbered seals, oxidized metal, and geometric archive marks. Embodies authority, succession, or ritual claim. Its geometric marks connect it to a catalogued chamber, collection, or ritual sequence.","Wearing or presenting it before witnesses can force a question of authority, succession, or ritual standing into the open; in ruins, its geometric marks connect it to a catalogued chamber, collection, or ritual sequence. For this ceremonial headpiece, tier 1: clears one routine complication; success depends on maintaining the prepared conditions.","103","0.5","premium-table-07"
"2.0.0","pitm-0331","itm-fam-031","Vaultmarked Needle","tool","field-tool","uncommon","2","ruins","archive recovery crews","finished","metal|archive bronze","metal","none","smithing|woodcraft|survival|artifice","working","light","Supports stitching, sampling, or delicate repair. Its dimensions and fittings match catalogued archive hardware and recovery equipment.","Using its point and eye for one precise pass can stitch, sample, probe, or repair without disturbing nearby material; in ruins, its dimensions and fittings match catalogued archive hardware and recovery equipment. For this precision needle, tier 2: gives the group a measured choice instead of a blind attempt; the item cannot replace situational judgment.","For this precision needle, archivists value documented provenance more than surface condition; it supports stitching, sampling, or delicate repair. Inspect point straightness, burrs, eye cracks, surface residue, and flex under light pressure; specialist use with one intact regional feature; an archive bronze match supports a 16-unit guide price.","Precision needle clue: its inventory number points toward a sealed collection or missing survey. Check point straightness, burrs, eye cracks, surface residue, and flex under light pressure, then compare against archive recovery crews' archive bronze standard; use the oldest intact surface to decide whether the claim is genuine.","Precision needle with numbered seals, oxidized metal, and geometric archive marks.","A hidden burr tears the material or contaminates the sample during withdrawal; in ruins, modifying a numbered fitting destroys evidence needed to verify provenance. Precision needle consequence at tier 2: A fault can spoil one prepared step without ending the operation when archive recovery crews rely on it.","tool component|binding material","tool|field-tool|uncommon|tier-2|ruins|archive-recovery-crews|finished|ancient|metal","13","1.2","16","1","ancient","Vaultmarked Needle is rated uncommon and belongs to the precision needle class associated with archive recovery crews for ruins use.","Precision needle with numbered seals, oxidized metal, and geometric archive marks. Supports stitching, sampling, or delicate repair. Its dimensions and fittings match catalogued archive hardware and recovery equipment.","Using its point and eye for one precise pass can stitch, sample, probe, or repair without disturbing nearby material; in ruins, its dimensions and fittings match catalogued archive hardware and recovery equipment. For this precision needle, tier 2: gives the group a measured choice instead of a blind attempt; the item cannot replace situational judgment.","16","0.5","premium-table-07"
"2.0.0","pitm-0316","itm-fam-016","Vaultmarked Cup","trade","ceremonial-vessel","uncommon","2","ruins","archive recovery crews","finished","ceramic|archive bronze","ceramic","none","","stable","medium","Moves as a valued household or ceremonial good. It travels with a recovery record that can be checked against an archive ledger.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in ruins, it travels with a recovery record that can be checked against an archive ledger. For this refined drinking vessel, tier 2: gives the group a measured choice instead of a blind attempt; new hazards remain outside its scope.","For this refined drinking vessel, archivists value documented provenance more than surface condition; it moves as a valued household or ceremonial good. Inspect rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact; specialist use with one intact regional feature; an archive bronze match supports a 24-unit guide price.","Refined drinking vessel clue: its inventory number points toward a sealed collection or missing survey. Check rim wear, glaze repairs, maker marks, residue, and whether paired ceremonial details remain intact, then compare against archive recovery crews' archive bronze standard; corroborate the claimed route only when construction and handling marks align.","Refined drinking vessel with numbered seals, oxidized metal, and geometric archive marks.","An unnoticed repair or contaminant can turn a trust-building ritual into an insult or accusation; in ruins, its price collapses when the record and object become separated. Archive recovery crews face this refined drinking vessel's tier-2 risk, which can spoil one prepared step without ending the operation.","packing material","trade|ceremonial-vessel|uncommon|tier-2|ruins|archive-recovery-crews|finished|ancient|ceramic","20","1.2","24","4","ancient","Vaultmarked Cup is rated uncommon and belongs to the refined drinking vessel class associated with archive recovery crews for ruins use.","Refined drinking vessel with numbered seals, oxidized metal, and geometric archive marks. Moves as a valued household or ceremonial good. It travels with a recovery record that can be checked against an archive ledger.","Using it in a formal exchange can reveal hospitality, rank, taboo, or whether participants recognize the same custom; in ruins, it travels with a recovery record that can be checked against an archive ledger. For this refined drinking vessel, tier 2: gives the group a measured choice instead of a blind attempt; new hazards remain outside its scope.","24","1.5","premium-table-07"
"2.0.0","pitm-0317","itm-fam-017","Vaultmarked Dagger","weapon","weapon","rare","3","ruins","archive recovery crews","finished","metal|archive bronze","metal","none","smithing","heavy","medium","Favors concealment and close control. Its dimensions and fittings match catalogued archive hardware and recovery equipment.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in ruins, its dimensions and fittings match catalogued archive hardware and recovery equipment. For this short thrusting weapon, tier 3: maintains a reliable edge until the scene changes; unexpected opposition requires another plan.","For this short thrusting weapon, archivists value documented provenance more than surface condition; it favors concealment and close control. Inspect point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip; a documented example ready for immediate use; an archive bronze match supports a 65-unit guide price.","Short thrusting weapon clue: its inventory number points toward a sealed collection or missing survey. Check point alignment, edge damage, guard movement, sheath retention, and signs of a recently changed grip, then compare against archive recovery crews' archive bronze standard; matching wear supports the account, while fresh work points to a planted lead.","Short thrusting weapon with numbered seals, oxidized metal, and geometric archive marks.","A loose guard or unreliable sheath makes concealment more dangerous to the bearer than the target; in ruins, modifying a numbered fitting destroys evidence needed to verify provenance. This short thrusting weapon's tier-3 fault may reveal the supplier while the task is active; Archive recovery crews recognize its archive bronze construction.","metal component|grip material","weapon|rare|tier-3|ruins|archive-recovery-crews|finished|ancient|metal","42","1.55","65","1","ancient","Vaultmarked Dagger is rated rare and belongs to the short thrusting weapon class associated with archive recovery crews for ruins use.","Short thrusting weapon with numbered seals, oxidized metal, and geometric archive marks. Favors concealment and close control. Its dimensions and fittings match catalogued archive hardware and recovery equipment.","Its draw and grip can be prepared for concealment, close control, or a deliberate show of threat; in ruins, its dimensions and fittings match catalogued archive hardware and recovery equipment. For this short thrusting weapon, tier 3: maintains a reliable edge until the scene changes; unexpected opposition requires another plan.","65","1.5","premium-table-07"
"2.0.0","pitm-0307","itm-fam-007","Vaultmarked Boots","wearable","wearable","rare","3","ruins","archive recovery crews","finished","hide|archive bronze","hide","none","tailoring|smithing","working","light","Protect footing across hostile terrain. Its archive marks identify a survey role, access tier, or recovery crew without loose badges.","Preparing the soles and closures for the route can protect footing and leave a recognizable travel trace; in ruins, its archive marks identify a survey role, access tier, or recovery crew without loose badges. For this pair of travel boots, tier 3: maintains a reliable edge until the scene changes; unexpected opposition requires another plan.","For this pair of travel boots, archivists value documented provenance more than surface condition; they protect footing across hostile terrain. Inspect sole separation, tread wear, closure tension, and moisture trapped beneath reinforced panels; a documented example ready for immediate use; an archive bronze match supports a 57-unit guide price.","Pair of travel boots clue: its inventory number points toward a sealed collection or missing survey. Check sole separation, tread wear, closure tension, and moisture trapped beneath reinforced panels, then compare against archive recovery crews' archive bronze standard; construction evidence outranks testimony when the two disagree.","Travel boots with numbered seals, oxidized metal, and geometric archive marks.","A loosened sole or saturated lining can fail during the exact crossing the boots were meant to secure; in ruins, a damaged inventory mark can make legitimate access look fraudulent. Archive recovery crews face this pair of travel boots' tier-3 risk, which may reveal the supplier while the task is active.","fastener|fabric or hide","wearable|rare|tier-3|ruins|archive-recovery-crews|finished|ancient|hide","37","1.55","57","1","ancient","Vaultmarked Boots are rated rare and belong to the travel boots class associated with archive recovery crews for ruins use.","Travel boots with numbered seals, oxidized metal, and geometric archive marks. Protect footing across hostile terrain. Its archive marks identify a survey role, access tier, or recovery crew without loose badges.","Preparing the soles and closures for the route can protect footing and leave a recognizable travel trace; in ruins, its archive marks identify a survey role, access tier, or recovery crew without loose badges. For this pair of travel boots, tier 3: maintains a reliable edge until the scene changes; unexpected opposition requires another plan.","57","0.5","premium-table-07"
